Compound_ID,SMILES,IC50_nM,pActivity,Measurements,Sources,Scaffold
BCRABL_006199,CC1=C(C)C(=O)N(c2cccc(C(N)=O)c2)C1=O,20000.0,4.698970004336019,1,BindingDB,O=C1C=CC(=O)N1c1ccccc1
BCRABL_006200,CC(C)(CC(=O)Nc1cccc(C(N)=O)c1)C(=O)O,20000.0,4.698970004336019,1,BindingDB,c1ccccc1
BCRABL_006201,CC(C)(C)c1ccc(Cn2cc(CSc3nc4ccccc4s3)nn2)cc1,20000.0,4.698970004336019,1,BindingDB,c1ccc(Cn2cc(CSc3nc4ccccc4s3)nn2)cc1
BCRABL_006202,CC(C)(C)c1ccc(Cn2cc(CSc3nc4cc(Cl)ccc4s3)nn2)cc1,20000.0,4.698970004336019,1,BindingDB,c1ccc(Cn2cc(CSc3nc4ccccc4s3)nn2)cc1
BCRABL_006203,NC(=O)c1cccc(NC(=O)/C=C\C(=O)N2CCCC2)c1,20000.0,4.698970004336019,1,BindingDB,O=C(C=CC(=O)N1CCCC1)Nc1ccccc1
BCRABL_006204,NC(=O)c1cccc(NC(=O)/C=C/C(=O)O)c1,20000.0,4.698970004336019,1,BindingDB,c1ccccc1
BCRABL_006205,NC(=O)c1cccc(N2C(=O)CC(N3CCN(c4ccccc4F)CC3)C2=O)c1,20000.0,4.698970004336019,1,BindingDB,O=C1CC(N2CCN(c3ccccc3)CC2)C(=O)N1c1ccccc1
BCRABL_006206,NC(=O)c1cccc(NC(=O)/C=C\C(=O)O)c1,20000.0,4.698970004336019,1,BindingDB,c1ccccc1
BCRABL_006207,CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1,20000.0,4.698970004336019,1,BindingDB,O=C(NCCCC1CCCCC1)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2)cc1
BCRABL_006208,Cc1ccc2[nH]c(=O)c(CN(CCc3ccccc3)C(c3nnnn3Cc3ccco3)C(C)C)cc2c1,20000.0,4.698970004336019,1,BindingDB,O=c1[nH]c2ccccc2cc1CN(CCc1ccccc1)Cc1nnnn1Cc1ccco1
BCRABL_006209,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3cn(C)c4ccccc34)c3cn(C)c4ccccc34)cc2)o1,20000.0,4.698970004336019,1,BindingDB,c1ccc2c(-c3nnc(-c4ccc(C(c5c[nH]c6ccccc56)c5c[nH]c6ccccc56)cc4)o3)c[nH]c2c1
BCRABL_006210,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccccc34)c3c[nH]c4ccccc34)cc2)o1,20000.0,4.698970004336019,1,BindingDB,c1ccc2c(-c3nnc(-c4ccc(C(c5c[nH]c6ccccc56)c5c[nH]c6ccccc56)cc4)o3)c[nH]c2c1
BCRABL_006211,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccc(Cl)cc34)c3c[nH]c4ccc(Cl)cc34)cc2)o1,20000.0,4.698970004336019,1,BindingDB,c1ccc2c(-c3nnc(-c4ccc(C(c5c[nH]c6ccccc56)c5c[nH]c6ccccc56)cc4)o3)c[nH]c2c1
BCRABL_006212,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccc(C#N)cc34)c3c[nH]c4ccc(C#N)cc34)cc2)o1,20000.0,4.698970004336019,1,BindingDB,c1ccc2c(-c3nnc(-c4ccc(C(c5c[nH]c6ccccc56)c5c[nH]c6ccccc56)cc4)o3)c[nH]c2c1
BCRABL_006213,C=C(C)C(=O)NCc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,20000.0,4.698970004336019,1,BindingDB,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1
BCRABL_006214,CC(NC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)NC(C)C(=O)NCCN,20000.0,4.698970004336019,1,BindingDB,O=[SH+](Oc1ccccc1)c1ccccc1
BCRABL_006215,Brc1ccccc1Cn1cc(CSc2nc3ccccc3s2)nn1,20000.0,4.698970004336019,1,BindingDB,c1ccc(Cn2cc(CSc3nc4ccccc4s3)nn2)cc1
BCRABL_006216,Brc1ccc(Cn2cc(CSc3nc4ccccc4s3)nn2)cc1,20000.0,4.698970004336019,1,BindingDB,c1ccc(Cn2cc(CSc3nc4ccccc4s3)nn2)cc1
BCRABL_006217,C(=C\n1ncc2c(N3CCCCCC3)ncnc21)/c1ccccc1,20000.0,4.698970004336019,1,BindingDB,C(=Cn1ncc2c(N3CCCCCC3)ncnc21)c1ccccc1
BCRABL_006218,C/C(=C/C(=O)Nc1cccc(C(N)=O)c1)C(=O)O,20000.0,4.698970004336019,1,BindingDB,c1ccccc1
BCRABL_006219,c1ccc2c(-c3nnc(-c4ccc(C(c5c[nH]c6ccccc56)c5c[nH]c6ccccc56)cc4)o3)c[nH]c2c1,20000.0,4.698970004336019,1,BindingDB,c1ccc2c(-c3nnc(-c4ccc(C(c5c[nH]c6ccccc56)c5c[nH]c6ccccc56)cc4)o3)c[nH]c2c1
BCRABL_006220,C/C=C/C(=O)NCc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,20000.0,4.698970004336019,1,BindingDB,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1
BCRABL_006221,C=C(C)[C@@H]1CC[C@]2(COC(c3ccccc3)(c3ccccc3)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)[C@H](C(=O)OC)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,20100.0,4.696803942579511,1,BindingDB,c1ccc(C(OCC23CCCC2C2CCC4C5CCCC5CCC4C2CC3)(c2ccccc2)c2ccccc2)cc1
BCRABL_006222,[C]Oc1cc(-c2ccc(O[C][C]=C([C])[C])cc2)c(O[C])c([O])c1-c1ccc([O])cc1,20100.0,4.696803942579511,1,BindingDB,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
BCRABL_006223,Cc1ccc(S(=O)(=O)Nc2ccc(Nc3nccn4c(-c5ccccc5Oc5ccccc5)cnc34)cc2)cc1,20100.0,4.696803942579511,1,BindingDB,O=S(=O)(Nc1ccc(Nc2nccn3c(-c4ccccc4Oc4ccccc4)cnc23)cc1)c1ccccc1
BCRABL_006224,C#CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(OCC#C)c2OC)cc1,20100.0,4.696803942579511,1,BindingDB,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
BCRABL_006225,CCN(CC)CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCc5ccccc5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,20100.0,4.696803942579511,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_006226,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4onc(C)c4C)cc3)c3ccccc3n2)cc1,20100.0,4.696803942579511,1,BindingDB,O=C(Nc1ccc(S(=O)(=O)Nc2ccno2)cc1)c1cc(-c2ccccc2)nc2ccccc12
BCRABL_006227,CC[C@]12c3[nH]c4ccc(OC)cc4c3CCN1C(=O)C(CC(=O)NCc1cccc(C(F)(F)F)c1)C[C@@H]2C(=O)N1CCN(C(=O)c2ccco2)CC1,20145.0,4.695832728275604,1,BindingDB,O=C(CC1CC(C(=O)N2CCN(C(=O)c3ccco3)CC2)C2c3[nH]c4ccccc4c3CCN2C1=O)NCc1ccccc1
BCRABL_006228,C[C@H]1[C@H](C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC(N=O)CC(C)(C)[C@@H]5CC[C@]43C)[C@H]12,20200.0,4.694648630553377,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_006229,COc1cccc(NC(=O)c2cc(Sc3nccn3C)c(F)cc2N)c1,20200.0,4.694648630553377,1,BindingDB,O=C(Nc1ccccc1)c1cccc(Sc2ncc[nH]2)c1
BCRABL_006230,O=C1/C(=C/c2ccccc2)CCC/C1=C\c1ccc(O)c(O)c1,20300.0,4.692503962086787,1,BindingDB,O=C1C(=Cc2ccccc2)CCCC1=Cc1ccccc1
BCRABL_006231,O=C(NN=CC=Cc1ccco1)c1cc(-c2ccc3ccccc3c2)n[nH]1,20300.0,4.692503962086787,1,BindingDB,O=C(NN=CC=Cc1ccco1)c1cc(-c2ccc3ccccc3c2)n[nH]1
BCRABL_006232,CCOc1cc(/C=C2\SC(=O)N(Cc3cccc([N+](=O)[O-])c3)C2=O)ccc1OCc1ccc(C)cc1,20310.0,4.692290076595193,1,BindingDB,O=C1SC(=Cc2ccc(OCc3ccccc3)cc2)C(=O)N1Cc1ccccc1
BCRABL_006233,CC1=NN(C(=O)CCl)C(c2ccccc2O)C1,20400.0,4.690369832574102,1,BindingDB,C1=NNC(c2ccccc2)C1
BCRABL_006234,Cc1ccc(-n2nc3c(c2NC(=O)/C=C\c2ccc4c(c2)OCO4)CSC3)cc1,20400.0,4.690369832574102,1,BindingDB,O=C(C=Cc1ccc2c(c1)OCO2)Nc1c2c(nn1-c1ccccc1)CSC2
BCRABL_006235,O=C(Nc1ccc(NS(=O)(=O)c2ccccc2Cl)cc1)Nc1cccc([N+](=O)[O-])c1,20400.0,4.690369832574102,1,BindingDB,O=C(Nc1ccccc1)Nc1ccc(NS(=O)(=O)c2ccccc2)cc1
BCRABL_006236,COCCN(CCOC)C(=O)CSc1ccc(S(=O)(=O)N2CCN(C)CC2)cn1,20493.0,4.688394459945532,1,BindingDB,O=S(=O)(c1cccnc1)N1CCNCC1
BCRABL_006237,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cn(C7CC7)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,20500.0,4.688246138944246,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4Cc5cn(C6CC6)nc5CC4CCC3C1CC2
BCRABL_006238,COc1cc2c(C(=O)N3CCN(c4cccc(Cl)c4)CC3)cn(C)c(=O)c2cc1OC,20526.0,4.687695675431294,1,BindingDB,O=C(c1c[nH]c(=O)c2ccccc12)N1CCN(c2ccccc2)CC1
BCRABL_006239,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)CC(C)(C)[C@@H]5CC[C@]43C)[C@H]12,20600.0,4.686132779630847,1,BindingDB,C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1
BCRABL_006240,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,20600.0,4.686132779630847,1,BindingDB,C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1
BCRABL_006241,[C]C([C])=[C][C][C]/C([C])=[C]/[C]Oc1ccc2oc3cc([O])cc([O])c3c(=O)c2c1,20600.0,4.686132779630847,1,BindingDB,O=c1c2ccccc2oc2ccccc12
BCRABL_006242,COC(=O)c1cc(O)cc(OC)c1Oc1cc(C)cc(O)c1C(=O)O,20687.0,4.684302485550424,1,BindingDB,c1ccc(Oc2ccccc2)cc1
BCRABL_006243,CC(=O)OCc1cn(CCCCCCn2cc(COC(=O)[C@]34CCC(C)(C)C[C@H]3C3=CC[C@@H]5[C@@]6(C)CC[C@H](O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]3(C)CC4)nn2)nn1,20700.0,4.684029654543083,1,BindingDB,O=C(OCc1cn(CCCCCCn2ccnn2)nn1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_006244,CC(=O)N1N=C(c2cc3ccccc3oc2=O)CC1c1ccc(Cl)cc1Cl,20700.0,4.684029654543083,1,BindingDB,O=c1oc2ccccc2cc1C1=NNC(c2ccccc2)C1
BCRABL_006245,C#Cc1ccc([C@H]2C=C(C(=O)NCc3nc4ccccc4[nH]3)O[C@@H](OCc3ccc(CO)cc3)C2)cc1,20700.0,4.684029654543083,1,BindingDB,O=C(NCc1nc2ccccc2[nH]1)C1=CC(c2ccccc2)CC(OCc2ccccc2)O1
BCRABL_006246,CN(Cc1ccccc1)C(=O)c1ccc(NC(=O)Cc2ccc(NC(=O)C3CCN(C(=O)C4CCCC4)CC3)cc2)cc1,20739.0,4.6832121883979045,1,BindingDB,O=C(Cc1ccc(NC(=O)C2CCN(C(=O)C3CCCC3)CC2)cc1)Nc1ccc(C(=O)NCc2ccccc2)cc1
BCRABL_006247,O=C(CC1SCCNC1=O)Nc1cccc(Cl)c1,20779.0,4.682375356919941,1,BindingDB,O=C(CC1SCCNC1=O)Nc1ccccc1
BCRABL_006248,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(N=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,20800.0,4.681936665037238,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_006249,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(N=O)C(C)(C)C5CC[C@]43C)[C@@H]2C1,20800.0,4.681936665037238,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_006250,CCNC(=O)Nc1ccc2ncc(-c3ccc(OC)cc3)cc2n1,20840.0,4.681102285372513,1,BindingDB,c1ccc(-c2cnc3cccnc3c2)cc1
BCRABL_006251,CC1CCc2c(sc(NC(=O)COc3cccc(C=O)c3)c2C#N)C1,20850.0,4.680893940690224,1,BindingDB,O=C(COc1ccccc1)Nc1cc2c(s1)CCCC2
BCRABL_006252,O=C(NNc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccccc1)c1ccccc1,20900.0,4.679853713888946,1,BindingDB,O=C(NNc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccccc1)c1ccccc1
BCRABL_006253,Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)c3cc(-c4ccc(Br)cc4)nc4ccccc34)cc2)n1,20900.0,4.679853713888946,1,BindingDB,O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1cc(-c2ccccc2)nc2ccccc12
BCRABL_006254,O=C1OC(c2ccc3ccccc3c2O)(c2ccc3ccccc3c2O)c2ccccc21,20900.0,4.679853713888946,1,BindingDB,O=C1OC(c2ccc3ccccc3c2)(c2ccc3ccccc3c2)c2ccccc21
BCRABL_006255,CS(=O)(=O)Nc1cccc(-c2ccc3c(c2)C(=O)Nc2cc(CO)ccc2O3)c1,20931.0,4.679210022301194,1,BindingDB,O=C1Nc2ccccc2Oc2ccc(-c3ccccc3)cc21
BCRABL_006256,CN1C(=O)c2ccc(-c3cccc(N(C)S(C)(=O)=O)c3)cc2Oc2ccc(OC(F)(F)F)cc21,20931.0,4.679210022301194,1,BindingDB,O=C1Nc2ccccc2Oc2cc(-c3ccccc3)ccc21
BCRABL_006257,O=C(NC1(O)C(=O)c2ccccc2C1=O)c1c(Cl)cccc1Cl,20978.0,4.678235918924504,1,BindingDB,O=C(NC1C(=O)c2ccccc2C1=O)c1ccccc1
BCRABL_006258,Cc1ccc(C(=O)Nc2ccc(OCCCCN(C)C)cc2)cc1Nc1nccc(-c2cccnc2)n1,20998.0,4.677822068615024,1,BindingDB,O=C(Nc1ccccc1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1
BCRABL_006259,Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,21000.0,4.6777807052660805,1,BindingDB,c1ccc(-c2n[nH]cc2-c2ccc3ncccc3n2)nc1
BCRABL_006260,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)C5CC[C@]43C)[C@@H]2C1,21000.0,4.6777807052660805,1,BindingDB,C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1
BCRABL_006261,Cc1cccc(-c2nn3c(c2-c2ccncc2)C(C)C(C)(C)C3)n1,21000.0,4.6777807052660805,1,BindingDB,c1ccc(-c2nn3c(c2-c2ccncc2)CCC3)nc1
BCRABL_006262,COC(=O)c1ccc(COC(=O)c2ccc(-n3cnnn3)cc2)o1,21055.0,4.676644754243716,1,BindingDB,O=C(OCc1ccco1)c1ccc(-n2cnnn2)cc1
BCRABL_006263,NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2c3c(nc4ccccc24)/C(=C\c2ccc4c(c2)OCO4)CCC3)cc1,21100.0,4.675717544702307,1,BindingDB,O=C(COC(=O)c1c2c(nc3ccccc13)C(=Cc1ccc3c(c1)OCO3)CCC2)Nc1ccccc1
BCRABL_006264,Nc1cc(F)c(Sc2nccs2)cc1C(=O)Nc1cccc(C(F)(F)F)c1,21100.0,4.675717544702307,1,BindingDB,O=C(Nc1ccccc1)c1cccc(Sc2nccs2)c1
BCRABL_006265,O=C(N/N=C/c1cccc(F)c1)c1cc(-c2ccco2)nc2ccccc12,21100.0,4.675717544702307,1,BindingDB,O=C(NN=Cc1ccccc1)c1cc(-c2ccco2)nc2ccccc12
BCRABL_006266,Cc1[nH]n(-c2ccc(Cl)cc2)c(=O)c1C(c1ccccc1O)c1c(C)[nH]n(-c2ccc(Cl)cc2)c1=O,21100.0,4.675717544702307,1,BindingDB,O=c1c(C(c2ccccc2)c2c[nH]n(-c3ccccc3)c2=O)c[nH]n1-c1ccccc1
BCRABL_006267,COc1ccccc1CNc1ncc(C(=O)NC2CCN(C)CC2)c(NC2CCCC2)n1,21110.0,4.675511766692344,1,BindingDB,O=C(NC1CCNCC1)c1cnc(NCc2ccccc2)nc1NC1CCCC1
BCRABL_006268,CCN1CCN(c2cc(Nc3ncc(C(=O)Nc4ccccc4N)s3)nc(C)n2)CC1,21200.0,4.673664139071248,2,"BindingDB, ChEMBL",O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1
BCRABL_006269,CN(C(=O)c1ccc(NC(=O)Cc2cccc(NC(=O)C3CCN(C(=O)C4CCCC4)CC3)c2)cc1)C1CC1,21244.0,4.6727637072529005,1,BindingDB,O=C(Cc1cccc(NC(=O)C2CCN(C(=O)C3CCCC3)CC2)c1)Nc1ccc(C(=O)NC2CC2)cc1
BCRABL_006270,COC(=O)c1ccc(CSc2nnc(CNC(=O)COc3ccc(Cl)cc3)o2)o1,21353.0,4.670541099940278,1,BindingDB,O=C(COc1ccccc1)NCc1nnc(SCc2ccco2)o1
BCRABL_006271,Cc1cc(Nc2ncc(C)c(N3CC(CC#N)(N4CCN(C)CC4)C3)n2)sn1,21373.0,4.670134514241992,1,BindingDB,c1cc(Nc2nccc(N3CC(N4CCNCC4)C3)n2)sn1
BCRABL_006272,Cc1ccc(Nc2nnc(SCC(=O)C(C#N)c3nc4ccccc4[nH]3)s2)c(C)c1,21400.0,4.669586226650809,1,BindingDB,O=C(CSc1nnc(Nc2ccccc2)s1)Cc1nc2ccccc2[nH]1
BCRABL_006273,Cc1cc(S(=O)(=O)N2CCN(C(=O)CCC(=O)N3CCOCC3)CC2)ccc1Br,21456.0,4.668451239492477,1,BindingDB,O=C(CCC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1)N1CCOCC1
BCRABL_006274,Cc1ccc(S(=O)(=O)N2CCN(C(=O)Cn3cnc4c3c(=O)n(C)c(=O)n4C)CC2)cc1C,21458.0,4.668410759044863,1,BindingDB,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)N1CCN(S(=O)(=O)c2ccccc2)CC1
BCRABL_006275,CCOC(=O)C1=C(C)NC(SC)N(C)C1c1cccc(O)c1,21500.0,4.667561540084395,1,BindingDB,C1=CC(c2ccccc2)NCN1
BCRABL_006276,Cc1ccc(-n2nc3c(c2NC(=O)/C=C\c2ccc4c(c2)OCO4)CSC3)c(C)c1,21500.0,4.667561540084395,1,BindingDB,O=C(C=Cc1ccc2c(c1)OCO2)Nc1c2c(nn1-c1ccccc1)CSC2
BCRABL_006277,C=CCn1/c(=N/C(=O)c2cc(-c3cccs3)nc3ccccc23)sc2cc(S(N)(=O)=O)ccc21,21600.0,4.665546248849069,1,BindingDB,O=C(N=c1[nH]c2ccccc2s1)c1cc(-c2cccs2)nc2ccccc12
BCRABL_006278,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)c3ccccc3n2)c(C)c1,21600.0,4.665546248849069,1,BindingDB,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(-c2ccccc2)nc2ccccc12
BCRABL_006279,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(-c2ccncc2)nc2ccccc12,21600.0,4.665546248849069,1,BindingDB,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(-c2ccncc2)nc2ccccc12
BCRABL_006280,Nc1cc(F)c(Sc2nc3ccccc3o2)cc1C(=O)Nc1cccc(F)c1,21600.0,4.665546248849069,1,BindingDB,O=C(Nc1ccccc1)c1cccc(Sc2nc3ccccc3o2)c1
BCRABL_006281,Oc1ccc(-c2cn3c(n2)SCC3)cc1O,21601.0,4.665526143088463,1,BindingDB,c1ccc(-c2cn3c(n2)SCC3)cc1
BCRABL_006282,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,21700.0,4.663540266151471,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_006283,O=S(=O)(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1C1CCCCC1)c1ccccc1,21700.0,4.663540266151471,1,BindingDB,O=S(=O)(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1C1CCCCC1)c1ccccc1
BCRABL_006284,Oc1ccc(Br)cc1-c1nc2cc(Cl)ccc2s1,22000.0,4.657577319177793,1,BindingDB,c1ccc(-c2nc3ccccc3s2)cc1
BCRABL_006285,C[N+](C)(C)CCN1C(=O)c2cccc3cccc(c23)C1=O,22000.0,4.657577319177793,1,BindingDB,O=C1NC(=O)c2cccc3cccc1c23
BCRABL_006286,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(P(=O)(O)O)cc1)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,22000.0,4.657577319177793,1,BindingDB,c1ccccc1
BCRABL_006287,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)[C@@H]2C1,22100.0,4.655607726314889,1,BindingDB,C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1
BCRABL_006288,Oc1ccc(C[C@H]2CNC(=S)N2CC2CCCN2C[C@H](Cc2ccc(O)cc2)N2C[C@H](Cc3ccccc3)N(CC3CCCCC3)C2=S)cc1,22100.0,4.655607726314889,1,BindingDB,S=C1NCC(Cc2ccccc2)N1CC1CCCN1CC(Cc1ccccc1)N1CC(Cc2ccccc2)N(CC2CCCCC2)C1=S
BCRABL_006289,O=C1N(c2cccc(Cl)c2)C(c2ccccc2)N2CCCN12,22185.0,4.653940566947426,1,BindingDB,O=C1N(c2ccccc2)C(c2ccccc2)N2CCCN12
BCRABL_006290,CCCCSc1cc(=O)[nH]c(N)n1,22190.0,4.653842697767992,1,BindingDB,O=c1ccnc[nH]1
BCRABL_006291,O=C(Nc1ccc(NS(=O)(=O)c2ccccc2F)cc1)Nc1ccc([N+](=O)[O-])cc1,22200.0,4.653647025549361,1,BindingDB,O=C(Nc1ccccc1)Nc1ccc(NS(=O)(=O)c2ccccc2)cc1
BCRABL_006292,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(-c2ccccc2Cl)nc2ccccc12,22200.0,4.653647025549361,1,BindingDB,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(-c2ccccc2)nc2ccccc12
BCRABL_006293,COc1ccccc1NS(=O)(=O)c1cccc(-n2c(O)c(C=Nc3ccccc3C(=O)O)c3ccccc3c2=O)c1,22200.0,4.653647025549361,1,BindingDB,O=c1c2ccccc2c(C=Nc2ccccc2)cn1-c1cccc(S(=O)(=O)Nc2ccccc2)c1
BCRABL_006294,CCCC(Sc1nc2cc(Cl)ccc2s1)C(=O)NS(=O)(=O)c1ccccc1,22200.0,4.653647025549361,1,BindingDB,O=C(CSc1nc2ccccc2s1)NS(=O)(=O)c1ccccc1
BCRABL_006295,COc1ccccc1CN1C[C@@H]2C[C@@H](c3ccc4nsnc4c3)N3CCC[C@@]23C1=O,22278.0,4.652123800390197,1,BindingDB,O=C1N(Cc2ccccc2)CC2CC(c3ccc4nsnc4c3)N3CCCC123
BCRABL_006296,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CCC4[C@@]5(C)CC(N=O)C(N=O)C(C)(C)C5CC[C@]43C)[C@@H]2C1,22300.0,4.651695136951839,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_006297,CC1CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)CC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C,22300.0,4.651695136951839,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_006298,Cc1cc(C)cc(NC(=O)C(OC(=O)c2ccc(NC(=O)CC#N)cc2)c2ccccc2)c1,22300.0,4.651695136951839,1,BindingDB,O=C(OC(C(=O)Nc1ccccc1)c1ccccc1)c1ccccc1
BCRABL_006299,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC(N=O)C(N=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,22300.0,4.651695136951839,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_006300,C[C@H]1[C@H](C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)CC(C)(C)[C@@H]5CC[C@]43C)[C@H]12,22300.0,4.651695136951839,1,BindingDB,O=C(OCc1ccccc1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2
BCRABL_006301,CCCc1ncc(CN2CCC(C(=O)Nc3cccc(-c4cscn4)c3)CC2)cn1,22349.0,4.6507419044872105,1,BindingDB,O=C(Nc1cccc(-c2cscn2)c1)C1CCN(Cc2cncnc2)CC1
BCRABL_006302,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,22387.0,4.650004100737144,1,BindingDB,C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1
